counter	temp	goal	relay	energy
7	23	298	1	140
7	23	298	1	140
7	23	298	1	140
7	23	298	1	140
8	23	298	1	140
8	23	298	1	160
8	23	298	1	160
8	23	298	1	160
8	23	298	1	160
8	23	298	1	160
8	23	298	1	160
8	23	298	1	160
8	23	298	1	160
8	23	298	1	160
8	23	298	1	160
8	23	298	1	160
8	23	298	1	160
8	23	298	1	160
8	23	298	1	160
8	23	298	1	160
8	23	298	1	160
8	23	298	1	160
8	23	298	1	160
8	23	298	1	160
8	23	298	1	160
8	23	298	1	160
8	23	298	1	160
8	23	298	1	160
8	23	298	1	160
8	23	298	1	160
8	23	298	1	160
8	23	298	1	160
8	23	298	1	160
8	23	298	1	160
8	23	298	1	160
8	23	298	1	160
8	23	298	1	160
8	23	298	1	160
8	23	298	1	160
8	23	298	1	160
8	23	298	1	160
8	23	298	1	160
8	23	298	1	160
8	23	298	1	160
8	23	298	1	160
8	23	298	1	160
8	23	298	1	160
8	23	298	1	160
8	23	298	1	160
8	23	298	1	160
8	23	298	1	160
8	23	298	1	160
8	23	298	1	160
8	23	298	1	160
8	23	298	1	160
8	23	298	1	160
8	23	298	1	160
8	23	298	1	160
8	23	298	1	160
8	23	298	1	160
8	23	298	1	160
8	23	298	1	160
8	23	298	1	160
8	23	298	1	160
8	23	298	1	160
8	23	298	1	160
9	23	298	1	160
9	23	298	1	180
9	23	298	1	180
9	23	298	1	180
9	23	298	1	180
9	23	298	1	180
9	23	298	1	180
9	23	298	1	180
9	23	298	1	180
9	23	298	1	180
9	23	298	1	180
9	23	298	1	180
9	23	298	1	180
9	23	298	1	180
9	23	298	1	180
9	23	298	1	180
9	23	298	1	180
9	23	298	1	180
9	23	298	1	180
9	23	298	1	180
9	23	298	1	180
9	23	298	1	180
9	23	298	1	180
9	23	298	1	180
9	23	298	1	180
9	23	298	1	180
9	23	298	1	180
9	23	298	1	180
9	23	298	1	180
9	23	298	1	180
9	23	298	1	180
9	0	298	1	180
10	0	298	1	180
10	0	298	1	200
10	0	298	1	200
10	0	298	1	200
10	0	298	1	200
10	0	298	1	200
10	0	298	1	200
10	0	298	1	200
10	0	298	1	200
10	0	298	1	200
10	0	298	1	200
10	0	298	1	200
10	0	298	1	200
10	0	298	1	200
10	0	298	1	200
10	0	298	1	200
10	0	298	1	200
10	0	298	1	200
10	0	298	1	200
10	0	298	1	200
10	0	298	1	200
10	0	298	1	200
10	0	298	1	200
10	0	298	1	200
10	0	298	1	200
10	0	298	1	200
10	0	298	1	200
10	0	298	1	200
10	0	298	1	200
10	0	298	1	200
10	0	298	1	200
11	0	298	1	200
11	0	298	1	220
11	0	298	1	220
11	0	298	1	220
11	0	298	1	220
11	0	298	1	220
11	0	298	1	220
11	0	298	1	220
11	0	298	1	220
11	0	298	1	220
11	0	298	1	220
11	0	298	1	220
11	0	298	1	220
11	0	298	1	220
11	0	298	1	220
11	0	298	1	220
11	0	298	1	220
11	0	298	1	220
11	0	298	1	220
11	0	298	1	220
11	0	298	1	220
11	0	298	1	220
11	0	298	1	220
11	0	298	1	220
11	0	298	1	220
11	0	298	1	220
11	0	298	1	220
11	0	298	1	220
11	0	298	1	220
11	0	298	1	220
11	0	298	1	220
11	0	298	1	220
11	0	298	1	220
11	0	298	1	220
11	0	298	1	220
11	0	298	1	220
11	0	298	1	220
11	0	298	1	220
11	0	298	1	220
11	0	298	1	220
11	0	298	1	220
11	0	298	1	220
11	0	298	1	220
11	0	298	1	220
11	0	298	1	220
11	0	298	1	220
11	0	298	1	220
11	0	298	1	220
11	0	298	1	220
11	0	298	1	220
11	0	298	1	220
11	0	298	1	220
11	0	298	1	220
11	0	298	1	220
11	0	298	1	220
11	0	298	1	220
11	0	298	1	220
11	0	298	1	220
11	0	298	1	220
11	0	298	1	220
11	0	298	1	220
11	31	298	1	220
12	31	298	1	220
12	31	298	1	240
12	31	298	1	240
12	31	298	1	240
12	31	298	1	240
12	31	298	1	240
12	31	298	1	240
12	31	298	1	240
12	31	298	1	240
12	31	298	1	240
12	31	298	1	240
12	31	298	1	240
12	31	298	1	240
12	31	298	1	240
12	31	298	1	240
12	31	298	1	240
12	31	298	1	240
12	31	298	1	240
12	31	298	1	240
12	31	298	1	240
12	31	298	1	240
12	31	298	1	240
12	31	298	1	240
12	31	298	1	240
12	31	298	1	240
12	31	298	1	240
12	31	298	1	240
12	31	298	1	240
12	31	298	1	240
12	31	298	1	240
12	54	298	1	240
13	54	298	1	240
13	54	298	1	260
13	54	298	1	260
13	54	298	1	260
13	54	298	1	260
13	54	298	1	260
13	54	298	1	260
13	54	298	1	260
13	54	298	1	260
13	54	298	1	260
13	54	298	1	260
13	54	298	1	260
13	54	298	1	260
13	54	298	1	260
13	54	298	1	260
13	54	298	1	260
13	54	298	1	260
13	54	298	1	260
13	54	298	1	260
13	54	298	1	260
13	54	298	1	260
13	54	298	1	260
13	54	298	1	260
13	54	298	1	260
13	54	298	1	260
13	54	298	1	260
13	54	298	1	260
13	54	298	1	260
13	54	298	1	260
13	54	298	1	260
13	54	298	1	260
13	54	298	1	260
13	54	298	1	260
13	54	298	1	260
13	54	298	1	260
13	54	298	1	260
13	54	298	1	260
13	54	298	1	260
13	54	298	1	260
13	54	298	1	260
13	54	298	1	260
13	54	298	1	260
13	54	298	1	260
13	54	298	1	260
13	54	298	1	260
13	54	298	1	260
13	54	298	1	260
13	54	298	1	260
13	54	298	1	260
13	54	298	1	260
13	54	298	1	260
13	54	298	1	260
13	54	298	1	260
13	54	298	1	260
13	54	298	1	260
13	54	298	1	260
13	54	298	1	260
13	54	298	1	260
13	54	298	1	260
13	54	298	1	260
13	54	298	1	260
13	70	298	1	260
14	70	298	1	260
14	70	298	1	280
14	70	298	1	280
14	70	298	1	280
14	70	298	1	280
14	70	298	1	280
14	70	298	1	280
14	70	298	1	280
14	70	298	1	280
14	70	298	1	280
14	70	298	1	280
14	70	298	1	280
14	70	298	1	280
14	70	298	1	280
14	70	298	1	280
14	70	298	1	280
14	70	298	1	280
14	70	298	1	280
14	70	298	1	280
14	70	298	1	280
14	70	298	1	280
14	70	298	1	280
14	70	298	1	280
14	70	298	1	280
14	70	298	1	280
14	70	298	1	280
14	70	298	1	280
14	70	298	1	280
14	70	298	1	280
14	70	298	1	280
14	70	298	1	280
14	70	298	1	280
14	70	298	1	280
14	70	298	1	280
14	70	298	1	280
14	70	298	1	280
14	70	298	1	280
14	70	298	1	280
14	70	298	1	280
14	70	298	1	280
14	70	298	1	280
14	70	298	1	280
14	70	298	1	280
14	70	298	1	280
14	70	298	1	280
14	70	298	1	280
14	70	298	1	280
14	70	298	1	280
14	70	298	1	280
14	70	298	1	280
14	70	298	1	280
14	70	298	1	280
14	70	298	1	280
14	70	298	1	280
14	70	298	1	280
14	70	298	1	280
14	70	298	1	280
14	70	298	1	280
14	70	298	1	280
14	70	298	1	280
14	70	298	1	280
14	70	298	1	280
14	70	298	1	280
14	70	298	1	280
14	70	298	1	280
14	70	298	1	280
14	70	298	1	280
14	70	298	1	280
14	70	298	1	280
14	70	298	1	280
14	70	298	1	280
14	70	298	1	280
14	70	298	1	280
14	70	298	1	280
14	70	298	1	280
14	70	298	1	280
14	70	298	1	280
14	70	298	1	280
14	70	298	1	280
14	70	298	1	280
14	70	298	1	280
14	70	298	1	280
14	70	298	1	280
14	70	298	1	280
14	70	298	1	280
14	70	298	1	280
14	70	298	1	280
14	70	298	1	280
14	70	298	1	280
14	70	298	1	280
14	70	298	1	280
14	70	298	1	280
14	11	298	1	280
15	11	298	1	280
15	11	298	1	300
15	11	298	1	300
15	11	298	1	300
15	11	298	1	300
15	11	298	1	300
15	11	298	1	300
15	11	298	1	300
15	11	298	1	300
15	11	298	1	300
15	11	298	1	300
15	11	298	1	300
15	11	298	1	300
15	11	298	1	300
15	11	298	1	300
15	11	298	1	300
15	11	298	1	300
15	11	298	1	300
15	11	298	1	300
15	11	298	1	300
15	11	298	1	300
15	11	298	1	300
15	11	298	1	300
15	11	298	1	300
15	11	298	1	300
15	11	298	1	300
15	11	298	1	300
15	11	298	1	300
15	11	298	1	300
15	11	298	1	300
15	0	298	1	300
16	0	298	1	300
16	0	298	1	320
16	0	298	1	320
16	0	298	1	320
16	0	298	1	320
16	0	298	1	320
16	0	298	1	320
16	0	298	1	320
16	0	298	1	320
16	0	298	1	320
16	0	298	1	320
16	0	298	1	320
16	0	298	1	320
16	0	298	1	320
16	0	298	1	320
16	0	298	1	320
16	0	298	1	320
16	0	298	1	320
16	0	298	1	320
16	0	298	1	320
16	0	298	1	320
16	0	298	1	320
16	0	298	1	320
16	0	298	1	320
16	0	298	1	320
16	0	298	1	320
16	0	298	1	320
16	0	298	1	320
16	0	298	1	320
16	0	298	1	320
16	0	298	1	320
17	0	298	1	320
17	0	298	1	340
17	0	298	1	340
17	0	298	1	340
17	0	298	1	340
17	0	298	1	340
17	0	298	1	340
17	0	298	1	340
17	0	298	1	340
17	0	298	1	340
17	0	298	1	340
17	0	298	1	340
17	0	298	1	340
17	0	298	1	340
17	0	298	1	340
17	0	298	1	340
17	0	298	1	340
17	0	298	1	340
17	0	298	1	340
17	0	298	1	340
17	0	298	1	340
17	0	298	1	340
17	0	298	1	340
17	0	298	1	340
17	0	298	1	340
17	0	298	1	340
17	0	298	1	340
17	0	298	1	340
17	0	298	1	340
17	0	298	1	340
17	0	298	1	340
18	0	298	1	340
18	0	298	1	360
18	0	298	1	360
18	0	298	1	360
18	0	298	1	360
18	0	298	1	360
18	0	298	1	360
18	0	298	1	360
18	0	298	1	360
18	0	298	1	360
18	0	298	1	360
18	0	298	1	360
18	0	298	1	360
18	0	298	1	360
18	0	298	1	360
18	0	298	1	360
18	0	298	1	360
18	0	298	1	360
18	0	298	1	360
18	0	298	1	360
18	0	298	1	360
18	0	298	1	360
18	0	298	1	360
18	0	298	1	360
18	0	298	1	360
18	0	298	1	360
18	0	298	1	360
18	0	298	1	360
18	0	298	1	360
18	0	298	1	360
18	0	298	1	360
18	0	298	1	360
18	0	298	1	360
18	0	298	1	360
18	0	298	1	360
18	0	298	1	360
18	0	298	1	360
18	0	298	1	360
18	0	298	1	360
18	0	298	1	360
18	0	298	1	360
18	0	298	1	360
18	0	298	1	360
18	0	298	1	360
18	0	298	1	360
18	0	298	1	360
18	0	298	1	360
18	0	298	1	360
18	0	298	1	360
18	0	298	1	360
18	0	298	1	360
18	0	298	1	360
18	0	298	1	360
18	0	298	1	360
18	0	298	1	360
18	0	298	1	360
18	0	298	1	360
18	0	298	1	360
18	0	298	1	360
18	0	298	1	360
18	0	298	1	360
18	19	298	1	360
19	19	298	1	360
19	19	298	1	380
19	19	298	1	380
19	19	298	1	380
19	19	298	1	380
19	19	298	1	380
19	19	298	1	380
19	19	298	1	380
19	19	298	1	380
19	19	298	1	380
19	19	298	1	380
19	19	298	1	380
19	19	298	1	380
19	19	298	1	380
19	19	298	1	380
19	19	298	1	380
19	19	298	1	380
19	19	298	1	380
19	19	298	1	380
19	19	298	1	380
19	19	298	1	380
19	19	298	1	380
19	19	298	1	380
19	19	298	1	380
19	19	298	1	380
19	19	298	1	380
19	19	298	1	380
19	19	298	1	380
19	19	298	1	380
19	19	298	1	380
19	31	298	1	380
20	31	298	1	380
20	31	298	1	400
20	31	298	1	400
20	31	298	1	400
20	31	298	1	400
20	31	298	1	400
20	31	298	1	400
20	31	298	1	400
20	31	298	1	400
20	31	298	1	400
20	31	298	1	400
20	31	298	1	400
20	31	298	1	400
20	31	298	1	400
20	31	298	1	400
20	31	298	1	400
20	31	298	1	400
20	31	298	1	400
20	31	298	1	400
20	31	298	1	400
20	31	298	1	400
20	31	298	1	400
20	31	298	1	400
20	31	298	1	400
20	31	298	1	400
20	31	298	1	400
20	31	298	1	400
20	31	298	1	400
20	31	298	1	400
20	31	298	1	400
20	43	298	1	400
21	43	298	1	400
21	43	298	1	420
21	43	298	1	420
21	43	298	1	420
21	43	298	1	420
21	43	298	1	420
21	43	298	1	420
21	43	298	1	420
21	43	298	1	420
21	43	298	1	420
21	43	298	1	420
21	43	298	1	420
21	43	298	1	420
21	43	298	1	420
21	43	298	1	420
21	43	298	1	420
21	43	298	1	420
21	43	298	1	420
21	43	298	1	420
21	43	298	1	420
21	43	298	1	420
21	43	298	1	420
21	43	298	1	420
21	43	298	1	420
21	43	298	1	420
21	43	298	1	420
21	43	298	1	420
21	43	298	1	420
21	43	298	1	420
21	43	298	1	420
21	50	298	1	420
22	50	298	1	420
22	50	298	1	440
22	50	298	1	440
22	50	298	1	440
22	50	298	1	440
22	50	298	1	440
22	50	298	1	440
22	50	298	1	440
22	50	298	1	440
22	50	298	1	440
22	50	298	1	440
22	50	298	1	440
22	50	298	1	440
22	50	298	1	440
22	50	298	1	440
22	50	298	1	440
22	50	298	1	440
22	50	298	1	440
22	50	298	1	440
22	50	298	1	440
22	50	298	1	440
22	50	298	1	440
22	50	298	1	440
22	50	298	1	440
22	50	298	1	440
22	50	298	1	440
22	50	298	1	440
22	50	298	1	440
22	50	298	1	440
22	50	298	1	440
22	47	298	1	440
23	47	298	1	440
23	47	298	1	460
23	47	298	1	460
23	47	298	1	460
23	47	298	1	460
23	47	298	1	460
23	47	298	1	460
23	47	298	1	460
23	47	298	1	460
23	47	298	1	460
23	47	298	1	460
23	47	298	1	460
23	47	298	1	460
23	47	298	1	460
23	47	298	1	460
23	47	298	1	460
23	47	298	1	460
23	47	298	1	460
23	47	298	1	460
23	47	298	1	460
23	47	298	1	460
23	47	298	1	460
23	47	298	1	460
23	47	298	1	460
23	47	298	1	460
23	47	298	1	460
23	47	298	1	460
23	47	298	1	460
23	47	298	1	460
23	47	298	1	460
23	43	298	1	460
24	43	298	1	460
24	43	298	1	480
24	43	298	1	480
24	43	298	1	480
24	43	298	1	480
24	43	298	1	480
24	43	298	1	480
24	43	298	1	480
24	43	298	1	480
24	43	298	1	480
24	43	298	1	480
24	43	298	1	480
24	43	298	1	480
24	43	298	1	480
24	43	298	1	480
24	43	298	1	480
24	43	298	1	480
24	43	298	1	480
24	43	298	1	480
24	43	298	1	480
24	43	298	1	480
24	43	298	1	480
24	43	298	1	480
24	43	298	1	480
24	43	298	1	480
24	43	298	1	480
24	43	298	1	480
24	43	298	1	480
24	43	298	1	480
24	43	298	1	480
24	27	298	1	480
25	27	298	1	480
25	27	298	1	500
25	27	298	1	500
25	27	298	1	500
25	27	298	1	500
25	27	298	1	500
25	27	298	1	500
25	27	298	1	500
25	27	298	1	500
25	27	298	1	500
25	27	298	1	500
25	27	298	1	500
25	27	298	1	500
25	27	298	1	500
25	27	298	1	500
25	27	298	1	500
25	27	298	1	500
25	27	298	1	500
25	27	298	1	500
25	27	298	1	500
25	27	298	1	500
25	27	298	1	500
25	27	298	1	500
25	27	298	1	500
25	27	298	1	500
25	27	298	1	500
25	27	298	1	500
25	27	298	1	500
25	27	298	1	500
25	27	298	1	500
25	27	298	1	500
25	27	298	1	500
25	27	298	1	500
25	27	298	1	500
25	27	298	1	500
25	27	298	1	500
25	27	298	1	500
25	27	298	1	500
25	27	298	1	500
25	27	298	1	500
25	27	298	1	500
25	27	298	1	500
25	27	298	1	500
25	27	298	1	500
25	27	298	1	500
25	27	298	1	500
25	27	298	1	500
25	27	298	1	500
25	27	298	1	500
25	27	298	1	500
25	27	298	1	500
25	27	298	1	500
25	27	298	1	500
25	27	298	1	500
25	27	298	1	500
25	27	298	1	500
25	27	298	1	500
25	27	298	1	500
25	27	298	1	500
25	27	298	1	500
25	27	298	1	500
25	3	298	1	500
26	3	298	1	500
26	3	298	1	520
26	3	298	1	520
26	3	298	1	520
26	3	298	1	520
26	3	298	1	520
26	3	298	1	520
26	3	298	1	520
26	3	298	1	520
26	3	298	1	520
26	3	298	1	520
26	3	298	1	520
26	3	298	1	520
26	3	298	1	520
26	3	298	1	520
26	3	298	1	520
26	3	298	1	520
26	3	298	1	520
26	3	298	1	520
26	3	298	1	520
26	3	298	1	520
26	3	298	1	520
26	3	298	1	520
26	3	298	1	520
26	3	298	1	520
26	3	298	1	520
26	3	298	1	520
26	3	298	1	520
26	3	298	1	520
26	3	298	1	520
26	0	298	1	520
27	0	298	1	520
27	0	298	1	540
27	0	298	1	540
27	0	298	1	540
27	0	298	1	540
27	0	298	1	540
27	0	298	1	540
27	0	298	1	540
27	0	298	1	540
27	0	298	1	540
27	0	298	1	540
27	0	298	1	540
27	0	298	1	540
27	0	298	1	540
27	0	298	1	540
27	0	298	1	540
27	0	298	1	540
27	0	298	1	540
27	0	298	1	540
27	0	298	1	540
27	0	298	1	540
27	0	298	1	540
27	0	298	1	540
27	0	298	1	540
27	0	298	1	540
27	0	298	1	540
27	0	298	1	540
27	0	298	1	540
27	0	298	1	540
27	0	298	1	540
27	0	298	1	540
28	0	298	1	540
28	0	298	1	560
28	0	298	1	560
28	0	298	1	560
28	0	298	1	560
28	0	298	1	560
28	0	298	1	560
28	0	298	1	560
28	0	298	1	560
28	0	298	1	560
28	0	298	1	560
28	0	298	1	560
28	0	298	1	560
28	0	298	1	560
28	0	298	1	560
28	0	298	1	560
28	0	298	1	560
28	0	298	1	560
28	0	298	1	560
28	0	298	1	560
28	0	298	1	560
28	0	298	1	560
28	0	298	1	560
28	0	298	1	560
28	0	298	1	560
28	0	298	1	560
28	0	298	1	560
28	0	298	1	560
28	0	298	1	560
28	0	298	1	560
28	0	298	1	560
28	0	298	1	560
28	0	298	1	560
28	0	298	1	560
28	0	298	1	560
28	0	298	1	560
28	0	298	1	560
28	0	298	1	560
28	0	298	1	560
28	0	298	1	560
28	0	298	1	560
28	0	298	1	560
28	0	298	1	560
28	0	298	1	560
28	0	298	1	560
28	0	298	1	560
28	0	298	1	560
28	0	298	1	560
28	0	298	1	560
28	0	298	1	560
28	0	298	1	560
28	0	298	1	560
28	0	298	1	560
28	0	298	1	560
28	0	298	1	560
28	0	298	1	560
28	0	298	1	560
28	0	298	1	560
28	0	298	1	560
28	0	298	1	560
28	0	298	1	560
28	15	298	1	560
29	15	298	1	560
29	15	298	1	580
29	15	298	1	580
29	15	298	1	580
29	15	298	1	580
29	15	298	1	580
29	15	298	1	580
29	15	298	1	580
29	15	298	1	580
29	15	298	1	580
29	15	298	1	580
29	15	298	1	580
29	15	298	1	580
29	15	298	1	580
29	15	298	1	580
29	15	298	1	580
29	15	298	1	580
29	15	298	1	580
29	15	298	1	580
29	15	298	1	580
29	15	298	1	580
29	15	298	1	580
29	15	298	1	580
29	15	298	1	580
29	15	298	1	580
29	15	298	1	580
29	15	298	1	580
29	15	298	1	580
29	15	298	1	580
29	15	298	1	580
29	15	298	1	580
29	15	298	1	580
29	15	298	1	580
29	15	298	1	580
29	15	298	1	580
29	15	298	1	580
29	15	298	1	580
29	15	298	1	580
29	15	298	1	580
29	15	298	1	580
29	15	298	1	580
29	15	298	1	580
29	15	298	1	580
29	15	298	1	580
29	15	298	1	580
29	15	298	1	580
29	15	298	1	580
29	15	298	1	580
29	15	298	1	580
29	15	298	1	580
29	15	298	1	580
29	15	298	1	580
29	15	298	1	580
29	15	298	1	580
29	15	298	1	580
29	15	298	1	580
29	15	298	1	580
29	15	298	1	580
29	15	298	1	580
29	15	298	1	580
29	15	298	1	580
29	15	298	1	580
29	39	298	1	580
30	39	298	1	580
30	39	298	1	600
30	39	298	1	600
30	39	298	1	600
30	39	298	1	600
30	39	298	1	600
30	39	298	1	600
30	39	298	1	600
30	39	298	1	600
30	39	298	1	600
30	39	298	1	600
30	39	298	1	600
30	39	298	1	600
30	39	298	1	600
30	39	298	1	600
30	39	298	1	600
30	39	298	1	600
30	39	298	1	600
30	39	298	1	600
30	39	298	1	600
30	39	298	1	600
30	39	298	1	600
30	39	298	1	600
30	39	298	1	600
30	39	298	1	600
30	39	298	1	600
30	39	298	1	600
30	39	298	1	600
30	39	298	1	600
30	39	298	1	600
30	47	298	1	600
31	47	298	1	600
31	47	298	1	620
31	47	298	1	620
31	47	298	1	620
31	47	298	1	620
31	47	298	1	620
31	47	298	1	620
31	47	298	1	620
31	47	298	1	620
31	47	298	1	620
31	47	298	1	620
31	47	298	1	620
31	47	298	1	620
31	47	298	1	620
31	47	298	1	620
31	47	298	1	620
31	47	298	1	620
31	47	298	1	620
31	47	298	1	620
31	47	298	1	620
31	47	298	1	620
31	47	298	1	620
31	47	298	1	620
31	47	298	1	620
31	47	298	1	620
31	47	298	1	620
31	47	298	1	620
31	47	298	1	620
31	47	298	1	620
31	47	298	1	620
31	47	298	1	620
32	47	298	1	620
32	47	298	1	640
32	47	298	1	640
32	47	298	1	640
32	47	298	1	640
32	47	298	1	640
32	47	298	1	640
32	47	298	1	640
32	47	298	1	640
32	47	298	1	640
32	47	298	1	640
32	47	298	1	640
32	47	298	1	640
32	47	298	1	640
32	47	298	1	640
32	47	298	1	640
32	47	298	1	640
32	47	298	1	640
32	47	298	1	640
32	47	298	1	640
32	47	298	1	640
32	47	298	1	640
32	47	298	1	640
32	47	298	1	640
32	47	298	1	640
32	47	298	1	640
32	47	298	1	640
32	47	298	1	640
32	47	298	1	640
32	47	298	1	640
32	47	298	1	640
32	47	298	1	640
32	47	298	1	640
32	47	298	1	640
32	47	298	1	640
32	47	298	1	640
32	47	298	1	640
32	47	298	1	640
32	47	298	1	640
32	47	298	1	640
32	47	298	1	640
32	47	298	1	640
32	47	298	1	640
32	47	298	1	640
32	47	298	1	640
32	47	298	1	640
32	47	298	1	640
32	47	298	1	640
32	47	298	1	640
32	47	298	1	640
32	47	298	1	640
32	47	298	1	640
32	47	298	1	640
32	47	298	1	640
32	47	298	1	640
32	47	298	1	640
32	47	298	1	640
32	47	298	1	640
32	47	298	1	640
32	47	298	1	640
32	47	298	1	640
32	35	298	1	640
33	35	298	1	640
33	35	298	1	660
33	35	298	1	660
33	35	298	1	660
33	35	298	1	660
33	35	298	1	660
33	35	298	1	660
33	35	298	1	660
33	35	298	1	660
33	35	298	1	660
33	35	298	1	660
33	35	298	1	660
33	35	298	1	660
33	35	298	1	660
33	35	298	1	660
33	35	298	1	660
33	35	298	1	660
33	35	298	1	660
33	35	298	1	660
33	35	298	1	660
33	35	298	1	660
33	35	298	1	660
33	35	298	1	660
33	35	298	1	660
33	35	298	1	660
33	35	298	1	660
33	35	298	1	660
33	35	298	1	660
33	35	298	1	660
33	35	298	1	660
33	35	298	1	660
33	35	298	1	660
33	35	298	1	660
33	35	298	1	660
33	35	298	1	660
33	35	298	1	660
33	35	298	1	660
33	35	298	1	660
33	35	298	1	660
33	35	298	1	660
33	35	298	1	660
33	35	298	1	660
